,pmid,PubDate,EPubDate,Source,AuthorList,LastAuthor,Title,Volume,Issue,Pages,LangList,NlmUniqueID,ISSN,ESSN,PubTypeList,RecordStatus,PubStatus,ArticleIds,DOI,History,References,HasAbstract,PmcRefCount,FullJournalName,ELocationID,SO,abstract,year
353,18212347,2008 Apr,2008 Jan 22,Am J Sports Med,"['Bottoni CR', 'Liddell TR', 'Trainor TJ', 'Freccero DM', 'Lindell KK']",Lindell KK,"Postoperative range of motion following anterior cruciate ligament reconstruction using autograft hamstrings: a prospective, randomized clinical trial of early versus delayed reconstructions.",36,4,656-62,['English'],7609541,0363-5465,1552-3365,"['Journal Article', 'Randomized Controlled Trial', ""Research Support, Non-U.S. Gov't""]",PubMed - indexed for MEDLINE,ppublish+epublish,"['18212347', '10.1177/0363546507312164', '0363546507312164']",10.1177/0363546507312164,"['2008/01/24 09:00', '2008/05/23 09:00', '2008/01/24 09:00']",[],1,0,The American journal of sports medicine,doi: 10.1177/0363546507312164,2008 Apr;36(4):656-62,"BACKGROUND: There is a common belief that surgical reconstruction of an acutely torn anterior cruciate ligament (ACL) should be delayed for at least 3 weeks because of the increased incidence of postoperative motion loss (arthrofibrosis) and suboptimal clinical results. HYPOTHESIS: There is no difference in postoperative range of motion or stability after ACL reconstructions performed either acutely or delayed. STUDY DESIGN: Randomized controlled trial; Level of evidence, 1. METHODS: Patients with an acute ACL tear were prospectively randomized to either early (within 21 days) or delayed (beyond 6 weeks) reconstruction using autograft hamstring tendon. Previous knee surgery on the index extremity and a multiligamentous injury were exclusionary criteria. Surgical technique and postoperative rehabilitation were identical for all patients. Postoperative assessments included range of motion and KT-1000 arthrometer measurements compared with the contralateral knee. Standardized outcome measures were used including single assessment numeric evaluation (SANE), Lysholm, and Tegner Activity Score. RESULTS: Seventy consecutive patients were enrolled, and 1 patient was dropped after a postoperative infection. Sixty-nine patients (34 acute, 35 delayed) with an average age of 27 years composed the study cohort. The mean time from injury to surgery was 9 days (range, 2-17 days) for patients in the early group and 85 days (range, 42-192) for those in the delayed group. The average follow-up from surgery was 366 days (range, 185-869). Articular cartilage and meniscal injuries were comparable between the 2 groups. There were no significant differences between the 2 treatment groups in degrees of extension or flexion lost relative to the nonoperative side, operative time, KT-1000 arthrometer differences, or subjective knee evaluations. CONCLUSION: Excellent clinical results can be achieved after ACL reconstructions performed soon after injury using autograft hamstrings. Although the authors do not advocate that all reconstructions should be performed acutely, they found that early ACL reconstructions do not result in loss of motion or suboptimal clinical results as long as a rehabilitation protocol emphasizing extension and early range of motion is employed.",2008
354,18208432,2008 Oct,2008 Jan 14,Scand J Med Sci Sports,"['Zaffagnini S', 'Bruni D', 'Russo A', 'Takazawa Y', 'Lo Presti M', 'Giordano G', 'Marcacci M']",Marcacci M,"ST/G ACL reconstruction: double strand plus extra-articular sling vs double bundle, randomized study at 3-year follow-up.",18,5,573-81,['English'],9111504,0905-7188,1600-0838,"['Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish+epublish,"['18208432', '10.1111/j.1600-0838.2007.00697.x', 'SMS697']",10.1111/j.1600-0838.2007.00697.x,"['2008/01/23 09:00', '2009/07/25 09:00', '2008/01/23 09:00']",[],1,0,Scandinavian journal of medicine & science in sports,doi: 10.1111/j.1600-0838.2007.00697.x,2008 Oct;18(5):573-81,"Several investigators have reported the presence of biomechanical, kinematic, anatomic, fiber orientation patterns and biological differences between the anteromedial bundle and the posterolateral bundle of ACL. The purpose of this prospective randomized study was to compare the clinical, instrumental and X-ray outcome of two ACL reconstruction techniques with hamstring tendons: one with a single intra-articular bundle associated to an extra-articular sling, the second with a more anatomic double-bundle technique that reproduces better the native ACL function. From an initial group of 100 patients who underwent ACL reconstruction, 72 patients (35 single bundle plus lateral plasty and 37 double bundle) were evaluated with IKDC, Tegner score, KT2000 arthrometer, Activity Rating Scale, Psychovitality Questionnaire and Ahlback radiographic score at a mean 3 years follow-up. Double-bundle group showed significantly better results regarding IKDC, ROM, Activity Rating Scale and time to return to sport. Also KT 2000 showed significant differences in objective stability. The double-bundle technique for ACL reconstruction described in this paper has demonstrated significantly better subjective, objective and functional results compared with a double-stranded hamstrings plus extra-articular sling at a minimum 3-year follow-up.",2008
355,18193194,2008 Mar,2008 Jan 12,Knee Surg Sports Traumatol Arthrosc,"['Streich NA', 'Friedrich K', 'Gotterbarm T', 'Schmitt H']",Schmitt H,Reconstruction of the ACL with a semitendinosus tendon graft: a prospective randomized single blinded comparison of double-bundle versus single-bundle technique in male athletes.,16,3,232-8,['English'],9314730,0942-2056,,"['Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish+epublish,"['18193194', '10.1007/s00167-007-0480-z']",10.1007/s00167-007-0480-z,"['2007/10/19 00:00', '2007/12/18 00:00', '2008/01/15 09:00', '2008/10/08 09:00', '2008/01/15 09:00']",[],1,0,"Knee surgery, sports traumatology, arthroscopy : official journal of the ESSKA",doi: 10.1007/s00167-007-0480-z,2008 Mar;16(3):232-8,"Anterior cruciate ligament (ACL) reconstruction in double-bundle technique is advocated to more closely restore the anatomy and function of the native ligament than conventional single-bundle technique. But up to now there are only a few clinical investigations comparing both techniques in a prospective manner. We hypothesized that double-bundle ACL reconstruction reveals superior clinical and subjective results compared to single-bundle technique in a high-demand collective. A total of 50 male patients (mean age 29.4 years) were prospectively randomized consecutively into one of the two reconstruction techniques. Group 1 (SB) underwent a 4-stranded single-bundle reconstruction with a ST graft in femoral position at 10:00 and 02:00 o'clock, respectively. In group 2 (DB), reconstruction was performed by using a 2-stranded ST graft with double-bundle, four tunnel technique. Before surgery and at a 2 year follow-up (range 23-25 months) patients were evaluated by the same blinded observer. There was no significant difference in the side-to-side anterior laxity-measurement with the KT-1000 between both groups. As evaluated by the pivot shift, no significant correlation could be noted (Fisher exact test P = 0.098) between rotational stability and any of the both reconstruction techniques. However, the anterior and rotational stability improved significantly at 2-year follow-up compared to preoperatively (P = 0.003) in both groups. The statistical analysis showed a significant increase for the IKDC (subjective, objective) and the Lysholm Score at final follow-up among each single technique, while we found no significant difference between the two reconstruction methods. On the basis of our investigation, we conclude that reconstruction of the ACL by a double-bundle ST graft with an extracortical anchorage can achieve excellent clinical results. But in contrast to our initial hypothesis, we could not quote any significant advantages by creating two independent bundles. Reconstruction of the anterior cruciate ligament in conventional single-bundle technique with a more horizontal femoral tunnel placement obtains comparable clinical results in the present high-demand collective.",2008
356,18192495,2008 Apr,2008 Jan 11,Am J Sports Med,"['Gurney AB', 'Wascher DC']",Wascher DC,Absorption of dexamethasone sodium phosphate in human connective tissue using iontophoresis.,36,4,753-9,['English'],7609541,0363-5465,1552-3365,"['Journal Article', 'Randomized Controlled Trial', ""Research Support, Non-U.S. Gov't""]",PubMed - indexed for MEDLINE,ppublish+epublish,"['18192495', '10.1177/0363546507311597', '0363546507311597']",10.1177/0363546507311597,"['2008/01/15 09:00', '2008/05/23 09:00', '2008/01/15 09:00']",[],1,0,The American journal of sports medicine,doi: 10.1177/0363546507311597,2008 Apr;36(4):753-9,"BACKGROUND: Iontophoresis ostensibly facilitates the delivery of medications through the skin to underlying tissues using a direct electrical current. Dexamethasone is the most commonly used medication with iontophoresis to treat a variety of connective tissue disorders. HYPOTHESIS: Iontophoresis will facilitate the absorption of dexamethasone into connective tissue compared with diffusion. STUDY DESIGN: Controlled laboratory study. METHODS: Twenty-nine adults undergoing anterior cruciate ligament reconstructive surgery using the semitendinosus/gracilis autograft were randomly assigned to either a true iontophoresis (TI) or sham iontophoresis (SI). In the TI group, a 40-mA/min dose of iontophoresis using a 0.4% (4 mg/mL) solution of dexamethasone was used targeting the semitendinosus tendon just before surgery. The SI group underwent the same treatment, but the machine was not turned on. Tissue was extracted within 4 hours of treatment and analyzed for dexamethasone. In addition, 2 control samples were sent to the laboratory for analysis. RESULTS: There was a statistically significant difference in dexamethasone concentrations between the groups (P = .0216). Of the 16 samples in the TI group, 8 had measurable amounts of dexamethasone, with an average concentration of 2.906 ng/g of tendon tissue. In the SI group, 1 of the 13 samples had measurable amounts of dexamethasone with an average concentration of 0.205 ng/g of tendon tissue. The control samples contained no dexamethasone. CONCLUSION: Iontophoresis facilitates the transmission of dexamethasone to connective tissues in humans. CLINICAL RELEVANCE: Iontophoresis can deliver dexamethasone to connective tissues in humans.",2008
357,18192493,2008 Apr,2008 Jan 11,Am J Sports Med,"['Birmingham TB', 'Bryant DM', 'Giffin JR', 'Litchfield RB', 'Kramer JF', 'Donner A', 'Fowler PJ']",Fowler PJ,A randomized controlled trial comparing the effectiveness of functional knee brace and neoprene sleeve use after anterior cruciate ligament reconstruction.,36,4,648-55,['English'],7609541,0363-5465,1552-3365,"['Journal Article', 'Randomized Controlled Trial', ""Research Support, Non-U.S. Gov't""]",PubMed - indexed for MEDLINE,ppublish+epublish,"['18192493', '10.1177/0363546507311601', '0363546507311601']",10.1177/0363546507311601,"['2008/01/15 09:00', '2008/05/23 09:00', '2008/01/15 09:00']",[],1,0,The American journal of sports medicine,doi: 10.1177/0363546507311601,2008 Apr;36(4):648-55,"BACKGROUND: Despite a lack of evidence for their effectiveness, functional knee braces are commonly prescribed to patients after anterior cruciate ligament (ACL) reconstruction. PURPOSE: This trial was conducted to compare postoperative outcomes in patients using an ACL functional knee brace and patients using a neoprene knee sleeve. HYPOTHESIS: Patients using a brace will have superior outcomes than those using a sleeve. STUDY DESIGN: Randomized controlled clinical trial; Level of evidence, 1. METHODS: One hundred fifty patients were randomized to receive a brace (n = 76) or neoprene sleeve (n = 74) at their 6-week postoperative visit after primary ACL reconstruction with hamstring autograft. Patients were assessed preoperatively, then 6 weeks and 6, 12, and 24 months postoperatively. Outcome measures included disease-specific quality of life (Anterior Cruciate Ligament-Quality of Life [ACL-QOL] Questionnaire), anterior tibial translation (KT-1000 arthrometer side-to-side difference), the single-limb forward hop test (limb symmetry index), and Tegner Activity Scale. Outcomes at 1 and 2 years were compared after adjusting for baseline scores. Subjective ratings of how patients felt while using the brace/sleeve were also collected for descriptive purposes using a questionnaire. Four a priori directional subgroup hypotheses were evaluated using tests for interactions. RESULTS: There were no significant differences between brace (n = 62) and sleeve (n = 65) groups for any of the outcomes at 1- and 2-year follow-ups. Adjusted mean differences at 2 years were as follows: -0.94 (95% confidence interval [CI], -7.52 to 5.64) for the ACL-QOL Questionnaire, -0.10 mm (95% CI, -0.99 to 0.81) for KT-1000 arthrometer side-to-side difference, -0.87% (95% CI, -8.89 to 7.12) for hop limb symmetry index, and -0.05 (95% CI, -0.72 to 0.62) for the Tegner Activity Scale. Subjective ratings of confidence in the knee provided by the brace/sleeve were higher for the brace group than the sleeve group. Subgroup findings were minimal. Adverse events were few and similar between groups. CONCLUSIONS: A functional knee brace does not result in superior outcomes compared with a neoprene sleeve after ACL reconstruction. Current evidence does not support the recommendation of using an ACL functional knee brace after ACL reconstruction.",2008
358,18063177,2007 Dec,,Arthroscopy,"['Jepsen CF', 'Lundberg-Jensen AK', 'Faunoe P']",Faunoe P,"Does the position of the femoral tunnel affect the laxity or clinical outcome of the anterior cruciate ligament-reconstructed knee? A clinical, prospective, randomized, double-blind study.",23,12,1326-33,['English'],8506498,0749-8063,1526-3231,"['Journal Article', 'Multicenter Study', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish,"['18063177', '10.1016/j.arthro.2007.09.010', 'S0749-8063(07)00937-1']",10.1016/j.arthro.2007.09.010,"['2007/06/05 00:00', '2007/09/27 00:00', '2007/09/28 00:00', '2007/12/08 09:00', '2007/12/21 09:00', '2007/12/08 09:00']",[],1,0,Arthroscopy : the journal of arthroscopic & related surgery : official publication of the Arthroscopy Association of North America and the International Arthroscopy Association,,2007 Dec;23(12):1326-33,"PURPOSE: The aim of this study was to evaluate whether a change in the femoral graft insertion site between the 1-o'clock (high) and 2-o'clock (low) positions could change the laxity, the score on the 2000 International Knee Documentation Committee (IKDC) Knee Examination Form, or the score on the 2000 subjective IKDC Knee Evaluation Form in the anterior cruciate ligament (ACL)-reconstructed knee. METHODS: The study was designed as a prospective, randomized, double-blind investigation. We randomized 30 patients to the low tunnel position group and 30 to the high tunnel position group. Four-stranded semitendinosus and gracilis single-bundle grafts were used. At follow-up, the patients were examined according to the IKDC evaluation form and the IKDC examination form. The exact measurements of laxity at 25 degrees and 70 degrees were performed by use of the Rolimeter (Aircast, Boca Raton, FL). Standardized radiographs were evaluated. RESULTS: In total, 26 patients in the low tunnel position group and 25 in the high tunnel position group completed the study. At follow-up, we found no significant difference in the laxity at 25 degrees and 70 degrees or scores on the IKDC examination form. We found a significant difference in the scores on the IKDC evaluation form, favoring the low position, with a subjective score of 82.8 versus 70.4. CONCLUSIONS: A change in the femoral tunnel placement from 1 o'clock to 2 o'clock did not result in a detectable change in the sagittal laxity at 25 degrees and 70 degrees , on the pivot-shift test, or on the IKDC examination form scores. However, we found a significant difference between the two groups in the scores on the IKDC evaluation form, most evident in the subgroups dealing with the patient's subjective knee stability. We conclude that it is possible to improve the clinical result in 1-bundle ACL reconstruction by lowering the tibial tunnel angle and thereby lowering the femoral tunnel toward the 2-o'clock position. LEVEL OF EVIDENCE: Level I, therapeutic prospective randomized trial.",2007
359,17940146,2008 Feb,2007 Oct 16,Am J Sports Med,"['Tagesson S', 'Oberg B', 'Good L', 'Kvist J']",Kvist J,A comprehensive rehabilitation program with quadriceps strengthening in closed versus open kinetic chain exercise in patients with anterior cruciate ligament deficiency: a randomized clinical trial evaluating dynamic tibial translation and muscle function.,36,2,298-307,['English'],7609541,0363-5465,1552-3365,"['Journal Article', 'Randomized Controlled Trial', ""Research Support, Non-U.S. Gov't""]",PubMed - indexed for MEDLINE,ppublish+epublish,"['17940146', '10.1177/0363546507307867', '0363546507307867']",10.1177/0363546507307867,"['2007/10/18 09:00', '2008/02/07 09:00', '2007/10/18 09:00']",[],1,0,The American journal of sports medicine,,2008 Feb;36(2):298-307,"BACKGROUND: There is no consensus regarding the optimal rehabilitation regimen for increasing quadriceps strength after anterior cruciate ligament (ACL) injury. HYPOTHESIS: A comprehensive rehabilitation program supplemented with quadriceps strengthening in open kinetic chain (OKC) exercise will increase quadriceps strength and improve knee function without increasing static or dynamic sagittal tibial translation, compared with the same comprehensive rehabilitation program supplemented with quadriceps strengthening in closed kinetic chain (CKC) exercise, in patients with acute ACL deficiency. STUDY DESIGN: Randomized controlled trial; Level of evidence, 1. METHODS: Forty-two patients were tested a mean of 43 days (range, 20-96 days) after an ACL injury. Patients were randomized to rehabilitation with CKC quadriceps strengthening (11 men and 9 women) or OKC quadriceps strengthening (13 men and 9 women). Aside from these quadriceps exercises, the 2 rehabilitation programs were identical. Patients were assessed after 4 months of rehabilitation. Sagittal static translation and dynamic tibial translation were evaluated with a CA-4000 electrogoniometer. Muscle strength, jump performance, and muscle activation were also assessed. Functional outcome was evaluated by determining the Lysholm score and the Knee Injury and Osteoarthritis Outcome Score. RESULTS: There were no group differences in static or dynamic translation after rehabilitation. The OKC group had significantly greater isokinetic quadriceps strength after rehabilitation (P = .009). The hamstring strength, performance on the 1-repetition-maximum squat test, muscle activation, jump performance, and functional outcome did not differ between groups. CONCLUSIONS: Rehabilitation with OKC quadriceps exercise led to significantly greater quadriceps strength compared with rehabilitation with CKC quadriceps exercise. Hamstring strength, static and dynamic translation, and functional outcome were similar between groups. Patients with ACL deficiency may need OKC quadriceps strengthening to regain good muscle torque.",2008
360,17940145,2008 Feb,2007 Oct 16,Am J Sports Med,"['Järvelä T', 'Moisala AS', 'Sihvonen R', 'Järvelä S', 'Kannus P', 'Järvinen M']",Järvinen M,"Double-bundle anterior cruciate ligament reconstruction using hamstring autografts and bioabsorbable interference screw fixation: prospective, randomized, clinical study with 2-year results.",36,2,290-7,['English'],7609541,0363-5465,1552-3365,"['Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish+epublish,"['17940145', '10.1177/0363546507308360', '0363546507308360']",10.1177/0363546507308360,"['2007/10/18 09:00', '2008/02/07 09:00', '2007/10/18 09:00']",[],1,0,The American journal of sports medicine,,2008 Feb;36(2):290-7,"BACKGROUND: Conventional anterior cruciate ligament reconstruction techniques have focused on restoration of the anteromedial bundle only, which, however, may be insufficient in restoring the rotational stability of the knee. HYPOTHESIS: Rotational stability of the knee is better when using a double-bundle technique instead of a single-bundle technique for anterior cruciate ligament reconstruction. STUDY DESIGN: Randomized controlled clinical trial; Level of evidence, 1. METHODS: Seventy-seven patients were randomized into 3 different groups for anterior cruciate ligament reconstruction with hamstring tendons: double-bundle with bioabsorbable screw fixation (n = 25), single-bundle with bioabsorbable screw fixation (n = 27), and single-bundle with metallic screw fixation (n = 25). The evaluation methods were clinical examination, KT-1000 arthrometric measurement, and the International Knee Documentation Committee and Lysholm knee scores. RESULTS: There were no differences between the study groups preoperatively. Seventy-three patients (95%) were available at a minimum 2-year follow-up (range, 24-35 mo). The rotational stability of the knee, as evaluated by the pivot-shift test, was the best in the patients in the double-bundle group. In addition, the patients in the single-bundle groups had more graft failures than those in the double-bundle group. Concerning the anterior stability of the knee as measured with the KT-1000 arthrometer, the group differences were not statistically significant. No significant differences were found between the groups in knee scores. CONCLUSION: Rotational stability of the knee is better when using the double-bundle technique instead of the single-bundle technique in anterior cruciate ligament reconstruction.",2008
361,17934715,2008 Apr,2007 Oct 13,Knee Surg Sports Traumatol Arthrosc,"['Papachristou G', 'Sourlas J', 'Plessas S', 'Papachristou K']",Papachristou K,Arthroscopic ACL reconstruction with Delta plasty: an innovative approach with hamstrings' transfer and double tibial tunnel.,16,4,420-6,['English'],9314730,0942-2056,,"['Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish+epublish,"['17934715', '10.1007/s00167-007-0426-5']",10.1007/s00167-007-0426-5,"['2007/07/07 00:00', '2007/09/20 00:00', '2007/10/16 09:00', '2008/09/05 09:00', '2007/10/16 09:00']",[],1,0,"Knee surgery, sports traumatology, arthroscopy : official journal of the ESSKA",,2008 Apr;16(4):420-6,"We propose a new technique, with double bundle, double tibial tunnels with a bridge between them, using the hamstrings as auto-grafts, retaining either their central or peripheral attachment. A prospective series of 41 patients underwent primary reconstruction of the anterior cruciate ligament by one surgeon, arthroscopically and electronically assisted; 37 were men and 4 were women with a mean age of 24.7 years. The mean follow-up was 19.05 (12-30) months. Normal function and joint stability was achieved. The patients returned to full occupational activities within 3-6 months after the operation. The function of hamstrings was not disturbed. Two patients have sustained a new injury without rupture of the grafts. The Noulis-Lachman test was negative in 35 knees. Positive Pivot shift, post-operatively, was present in 15.45% of patients. The IKDC score was 84.55. In the proposed ACL reconstruction technique, the two tendons are transferred and used as grafts, with gracillis and semitendinosus retaining their distal and central attachment, respectively; the former superimposed upon the latter while entering the femoral tunnel. The tibial tunnels leave a bone bridge ranging between 12 and 15 mm within the footprints of ACL. The two bundles are tensioned, each at different angle. This configuration imitates both the anatomy and the function of ACL and controls not only the anterior translation, but also the rotatory stability. With this innovative technique, the final outcome is improved, thus being closer to normal, as evidenced from previous experiments and the present prospective series.",2008
362,17905952,2007 Sep,,J Bone Joint Surg Br,"['Gohil S', 'Annear PO', 'Breidahl W']",Breidahl W,Anterior cruciate ligament reconstruction using autologous double hamstrings: a comparison of standard versus minimal debridement techniques using MRI to assess revascularisation. A randomised prospective study with a one-year follow-up.,89,9,1165-71,['English'],0375355,0301-620X,,"['Comparative Study', 'Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish,"['17905952', '10.1302/0301-620X.89B9.19339', '89-B/9/1165']",10.1302/0301-620X.89B9.19339,"['2007/10/02 09:00', '2008/01/18 09:00', '2007/10/02 09:00']",[],1,0,The Journal of bone and joint surgery. British volume,,2007 Sep;89(9):1165-71,"Animal studies have shown that implanted anterior cruciate ligament (ACL) grafts initially undergo a process of revascularisation prior to remodelling, ultimately increasing mechanical strength. We investigated whether minimal debridement of the intercondylar notch and the residual stump of the ruptured ACL leads to earlier revascularisation in ACL reconstruction in humans. We undertook a randomised controlled clinical trial in which 49 patients underwent ACL reconstruction using autologous four-strand hamstring tendon grafts. Randomised by the use of sealed envelopes, 25 patients had a conventional clearance of the intercondylar notch and 24 had a minimal debridement method. Three patients were excluded from the study. All patients underwent MR scanning postoperatively at 2, 6 and 12 months, together with clinical assessment using a KT-1000 arthrometer and International Knee Documentation Committee (IKDC) evaluation. All observations were made by investigators blinded to the surgical technique. Signal intensity was measured in 4 mm diameter regions of interest along the ACL graft and the mid-substance of the posterior cruciate ligament. Our results indicate that minimal debridement leads to earlier revascularisation within the mid-substance of the ACL graft at two months (paired t-test, p = 0.002). There was a significant reduction of mid-substance signal six months after the minimal debridement technique (paired t-test, p = 0.00007). No statistically significant differences were found in tunnel placement, incidence of Cyclops lesions, blood loss, IKDC scores, range of movement or Lachman test between the two groups.",2007
363,17637413,2007 Jul,,Arthroscopy,"['Zhao J', 'He Y', 'Wang J']",Wang J,Double-bundle anterior cruciate ligament reconstruction: four versus eight strands of hamstring tendon graft.,23,7,766-70,['English'],8506498,0749-8063,1526-3231,"['Comparative Study', 'Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish,"['17637413', '10.1016/j.arthro.2007.01.022', 'S0749-8063(07)00130-2']",10.1016/j.arthro.2007.01.022,"['2006/05/24 00:00', '2007/01/11 00:00', '2007/01/19 00:00', '2007/07/20 09:00', '2007/09/12 09:00', '2007/07/20 09:00']",['Arthroscopy. 2008 Aug;24(8):969; author reply 970. doi: 10.1016/j.arthro.2008.05.017. PMID: 18657749'],1,0,Arthroscopy : the journal of arthroscopic & related surgery : official publication of the Arthroscopy Association of North America and the International Arthroscopy Association,,2007 Jul;23(7):766-70,"PURPOSE: The purpose of this study was to compare the clinical results of a double-bundle anterior cruciate ligament (ACL) reconstruction with 4 strands versus 8 strands of hamstring tendon graft. METHODS: Seventy-six patients with chronic ACL rupture were randomly separated into two groups for double-bundle ACL reconstruction. In the 4-strand hamstring graft (4SHG) group, the semitendinosus tendon was used to make two 2-stranded hamstring tendon grafts, whereas in the 8-strand hamstring graft (8SHG) group, the semitendinosus tendon was used to make one 4SHG and the gracilis tendon was used to make the other 4SHG. The 4SHG group comprised 33 patients and the 8SHG group comprised 35 patients, with a minimum follow-up of 2 years. International Knee Documentation Committee (IKDC) and Lysholm scales were used to evaluate the clinical results. RESULTS: In the 4SHG group the side-to-side difference was less than 3 mm in 26 patients (78.8%), 3 to 5 mm in 4 patients (12.1%), and 6 to 10 mm in 3 patients (9.0%), with a mean value of 2.8 +/- 0.5 mm; the pivot-shift test was negative in 29 patients (89.9%) and positive in 4 (12.1%). In the 8SHG group the side-to-side difference was less than 3 mm in 32 patients (91.4%), 3 to 5 mm in 2 patients (5.7%), and 6 mm in 1 patient (2.9%) (P = .004), with a mean value of 1.3 +/- 0.4 mm (P = .0003); the pivot-shift test was negative in 34 patients (97.1%) and positive in 1 (2.9%). According to the IKDC scale, 29 patients (87.9%) in the 4SHG group and 33 patients (94.3%) in the 8SHG group had a grade of normal or nearly normal. In the 4SHG and 8SHG groups the mean IKDC subjective knee evaluation results were 86.4 +/- 4.2 and 96.3 +/- 2.8 (P = .0007), respectively, and the mean Lysholm scores were 89.6 +/- 3.7 and 96.5 +/- 2.9 (P = .0006), respectively. CONCLUSIONS: On the basis of KT-1000 examination (MEDmetric, San Diego, CA) and clinical measures, double-bundle ACL reconstruction with 8SHG yields significantly better results than double-bundle ACL reconstruction with 4SHG, with a mean side-to-side difference in anterior knee laxity of 1.3 +/- 0.4 mm versus 2.8 +/- 0.5 mm (P = .0003), IKDC subjective result of 96.3 +/- 2.8 versus 86.4 +/- 4.2 (P = .0007), and Lysholm score of 96.5 +/- 2.9 versus 89.6 +/- 3.7 (P = .0006). LEVEL OF EVIDENCE: Level II, lesser-quality randomized controlled trial.",2007
364,17623606,2007 Jun,,Acta Chir Orthop Traumatol Cech,"['Musil D', 'Sadovský P', 'Stehlík J']",Stehlík J,[Intra-articular analgesia after anterior cruciate ligament reconstruction].,74,3,182-8,['Czech'],0407123,0001-5415,,"['English Abstract', 'Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish,['17623606'],,"['2007/07/12 09:00', '2007/09/05 09:00', '2007/07/12 09:00']",[],1,0,Acta chirurgiae orthopaedicae et traumatologiae Cechoslovaca,,2007 Jun;74(3):182-8,"PURPOSE OF THE STUDY: In this double-blind prospective study, pain after reconstruction of the anterior cruciate ligament (ACL) was evaluated using the visual analogue scale (VAS). Comparisons were made between patients administered an intra-articular analgesic mixture of adrenaline, morphine and bupivacaine (Marcaine) and those without it, between patients surgically treated by the BTB technique and those undergoing hamstring tendon ACL reconstruction, and between men and women undergoing the same procedure. MATERIAL: Eighty-five randomly selected patients were allocated by five groups according to the surgery performed: 1. ACL reconstruction by the BTB technique, without administration of the analgesic mixture (20 patients); 2. hamstring tendon ACL reconstruction, without the analgesic mixture (20 patients); 3. ACL BTB technique with intra-operative, intra-articular analgesia (20 patients); 4. hamstring tendon ACL reconstruction, with intra-operative, intra-articular analgesia (20 patients), 5. ACL reconstruction using a cadaver graft, without intra-operative analgesia (5 patients). METHODS: ACL reconstruction was carried out, in tourniquet-induced ischemia, by one of the standard techniques mentioned above. An analgesic mixture of adrenaline (1 ml/1 mg), morphine (1 ml/10 mg) and Marcaine (0.5 %/20 ml) was administered into the joint under arthroscopic control before the procedure was terminated. In all cases, the drain was released at 30 min. after the end of surgery. The limb was immobilized in a brace and the joint was cooled with ice. When requested, intramuscular analgesics (Dolmina and Dipidolor) were given.VAS pain scores were recorded at 30 min, 1, 2, 4, 8, 12 and 24 h after surgery. The range was from 0 (no pain) to 10 (maximum pain) scores. In addition, the amount of intramuscular analgesics and the time of their administration after surgery were noted. RESULTS: VAS pain scores were lowest in the patients with ACL reconstruction by cadaver BTB grafting, the highest scores were reported by the patients with autologous BTB graft reconstruction. Women perceived the operation as more painful than men. When the intra-operative analgesic mixture was used, the amount of post-operative opiate analgesics was reduced by 29 % and 46 % in group 3 and group 4 patients, respectively, and in group 3 its administration was postponed (first administration after an interval 1.7-times longer than in group 4). The number of patients not requiring any opiate drugs increased markedly in both these groups. Intra-operative analgesia resulted in only a slight decrease in VAS pain scores, more in group 3 than group 4. DISCUSSION: Several analgesics are used for intra-articular administration in order to alleviate post-operative pain. The most frequently used drugs include bupivacaine, morphine or epinephrine, but their mixtures are more effective than any of the drug administered alone. The most apparent evidence of the effect was the reduced amount of opiate drugs required after surgery, which was significant in all patients treated with intra-articular analgesia (groups 3 and 4) and particularly in men. However, VAS pain scores in the two groups decreased only slightly. Since maximum pain is experienced at the graft donor site, the effect of the evaluated mixture is regarded as complementary and multi-modal analgesic therapy is recommended. CONCLUSIONS: The use of intra-articular analgesia has a significant effect on the reduction of opiate amounts administered to patients during the 24-hour post-operative period after ACL reconstruction, regardless of the surgical technique used. These patients also reported slightly lower perception of pain, as assessed by the VAS pain score. The effect was higher in men than in women.",2007
